Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;CE;FORTALEZA;COMERCIAL F. SANTOS DERIVADOS DE PETROLEO LTDA; 03.604.754/0001-49;RUA 15 DE NOVEMBRO;605;;MONTESE;60420-040;GASOLINA ADITIVADA;25/10/2023;5,49;;R$ / litro;VIBRA
NE;CE;FORTALEZA;COMERCIAL F. SANTOS DERIVADOS DE PETROLEO LTDA; 03.604.754/0001-49;RUA 15 DE NOVEMBRO;605;;MONTESE;60420-040;DIESEL S10;25/10/2023;6,29;;R$ / litro;VIBRA
NE;CE;FORTALEZA;COMERCIAL F. SANTOS DERIVADOS DE PETROLEO LTDA; 03.604.754/0001-49;RUA 15 DE NOVEMBRO;605;;MONTESE;60420-040;ETANOL;25/10/2023;3,99;;R$ / litro;VIBRA
NE;CE;FORTALEZA;MILLENNIUM PETROLEO LTDA; 03.524.403/0001-28;AVENIDA DEPUTADO PAULINO ROCHA;3003;;CASTELAO;60864-310;GASOLINA;25/10/2023;5,57;;R$ / litro;IPIRANGA
NE;CE;FORTALEZA;MILLENNIUM PETROLEO LTDA; 03.524.403/0001-28;AVENIDA DEPUTADO PAULINO ROCHA;3003;;CASTELAO;60864-310;GASOLINA ADITIVADA;25/10/2023;5,97;;R$ / litro;IPIRANGA
NE;CE;FORTALEZA;MILLENNIUM PETROLEO LTDA; 03.524.403/0001-28;AVENIDA DEPUTADO PAULINO ROCHA;3003;;CASTELAO;60864-310;ETANOL;25/10/2023;4,69;;R$ / litro;IPIRANGA
NE;CE;FORTALEZA;COMERCIAL RIPARDO DERIVADOS DE PETROLEO LTDA; 03.235.387/0001-53;AVENIDA SENADOR FERNANDES TÁVORA;3281;;GENIBAL;60510-290;GASOLINA;25/10/2023;5,58;;R$ / litro;VIBRA
NE;CE;FORTALEZA;COMERCIAL RIPARDO DERIVADOS DE PETROLEO LTDA; 03.235.387/0001-53;AVENIDA SENADOR FERNANDES TÁVORA;3281;;GENIBAL;60510-290;GASOLINA ADITIVADA;25/10/2023;5,88;;R$ / litro;VIBRA
NE;CE;FORTALEZA;COMERCIAL RIPARDO DERIVADOS DE PETROLEO LTDA; 03.235.387/0001-53;AVENIDA SENADOR FERNANDES TÁVORA;3281;;GENIBAL;60510-290;ETANOL;25/10/2023;4,59;;R$ / litro;VIBRA
NE;CE;FORTALEZA;VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA; 02.756.334/0001-15;AVENIDA DEDÉ BRASIL;1150;;ITAPERI;60410-411;GNV;25/10/2023;4,99;;R$ / m³;VIBRA
NE;CE;FORTALEZA;VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA; 02.756.334/0001-15;AVENIDA DEDÉ BRASIL;1150;;ITAPERI;60410-411;GASOLINA;25/10/2023;5,39;;R$ / litro;VIBRA
NE;CE;FORTALEZA;VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA; 02.756.334/0001-15;AVENIDA DEDÉ BRASIL;1150;;ITAPERI;60410-411;GASOLINA ADITIVADA;25/10/2023;5,49;;R$ / litro;VIBRA
NE;CE;FORTALEZA;VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA; 02.756.334/0001-15;AVENIDA DEDÉ BRASIL;1150;;ITAPERI;60410-411;ETANOL;25/10/2023;4,49;;R$ / litro;VIBRA
NE;CE;FORTALEZA;VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA; 02.756.334/0003-87;AVENIDA DOS EXPEDICIONÁRIOS;9977;;ITAPERI;60410-411;GASOLINA;25/10/2023;5,39;;R$ / litro;VIBRA
NE;CE;FORTALEZA;VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA; 02.756.334/0003-87;AVENIDA DOS EXPEDICIONÁRIOS;9977;;ITAPERI;60410-411;GASOLINA ADITIVADA;25/10/2023;5,49;;R$ / litro;VIBRA
NE;CE;FORTALEZA;VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA; 02.756.334/0003-87;AVENIDA DOS EXPEDICIONÁRIOS;9977;;ITAPERI;60410-411;ETANOL;25/10/2023;4,49;;R$ / litro;VIBRA
NE;CE;FORTALEZA;M.A. COMERCIAL DE PETROLEO LTDA; 02.105.074/0001-18;AVENIDA EXPEDICIONARIOS;240;;MONTESE;60411-136;GASOLINA;25/10/2023;5,89;;R$ / litro;VIBRA
NE;CE;FORTALEZA;M.A. COMERCIAL DE PETROLEO LTDA; 02.105.074/0001-18;AVENIDA EXPEDICIONARIOS;240;;MONTESE;60411-136;ETANOL;25/10/2023;4,89;;R$ / litro;VIBRA
NE;CE;FORTALEZA;LESTE OESTE PETRÓLEO LTDA; 01.447.072/0001-44;AVENIDA PRESIDENTE CASTELO BRANCO;4277;0;BARRA DO CEARÁ;60312-060;GNV;24/10/2023;4,99;;R$ / m³;RAIZEN
NE;CE;FORTALEZA;LESTE OESTE PETRÓLEO LTDA; 01.447.072/0001-44;AVENIDA PRESIDENTE CASTELO BRANCO;4277;0;BARRA DO CEARÁ;60312-060;GASOLINA;24/10/2023;5,45;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;LESTE OESTE PETRÓLEO LTDA; 01.447.072/0001-44;AVENIDA PRESIDENTE CASTELO BRANCO;4277;0;BARRA DO CEARÁ;60312-060;GASOLINA ADITIVADA;24/10/2023;5,65;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;LESTE OESTE PETRÓLEO LTDA; 01.447.072/0001-44;AVENIDA PRESIDENTE CASTELO BRANCO;4277;0;BARRA DO CEARÁ;60312-060;DIESEL S10;24/10/2023;5,99;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;LESTE OESTE PETRÓLEO LTDA; 01.447.072/0001-44;AVENIDA PRESIDENTE CASTELO BRANCO;4277;0;BARRA DO CEARÁ;60312-060;ETANOL;24/10/2023;4,49;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;MOURA COMERCIO DE COMBUSTIVEIS LTDA; 00.333.717/0001-55;AVENIDA BEZERRA DE MENEZES;161;0;OTAVIO BONFIM;60325-003;GASOLINA;24/10/2023;5,47;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;MOURA COMERCIO DE COMBUSTIVEIS LTDA; 00.333.717/0001-55;AVENIDA BEZERRA DE MENEZES;161;0;OTAVIO BONFIM;60325-003;GASOLINA ADITIVADA;24/10/2023;5,77;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;MOURA COMERCIO DE COMBUSTIVEIS LTDA; 00.333.717/0001-55;AVENIDA BEZERRA DE MENEZES;161;0;OTAVIO BONFIM;60325-003;ETANOL;24/10/2023;4,19;;R$ / litro;RAIZEN
NE;CE;IGUATU;A A B NETO LTDA; 05.802.839/0001-67;AVENIDA CARLOS ROBERTO COSTA;5;;AREIAS;63508-087;GASOLINA;23/10/2023;6,29;;R$ / litro;SP
NE;CE;IGUATU;AUTO POSTO ICAVEL LTDA; 05.024.942/0001-23;AVENIDA MARECHAL CASTELO BRANCO;750;;AREIAS;63500-000;GASOLINA;23/10/2023;6,27;;R$ / litro;IPIRANGA
NE;CE;IGUATU;AUTO POSTO ICAVEL LTDA; 05.024.942/0001-23;AVENIDA MARECHAL CASTELO BRANCO;750;;AREIAS;63500-000;GASOLINA ADITIVADA;23/10/2023;6,29;;R$ / litro;IPIRANGA
NE;CE;IGUATU;AUTO POSTO ICAVEL LTDA; 05.024.942/0001-23;AVENIDA MARECHAL CASTELO BRANCO;750;;AREIAS;63500-000;DIESEL S10;23/10/2023;5,99;;R$ / litro;IPIRANGA
NE;CE;IGUATU;A ALEXANDRE E COMPANHIA; 07.014.764/0004-28;RUA GUILHERME DE OLIVEIRA;65;;CENTRO;63500-000;GASOLINA;23/10/2023;6,29;;R$ / litro;BRANCA
NE;CE;IGUATU;A ALEXANDRE E COMPANHIA; 07.014.764/0004-28;RUA GUILHERME DE OLIVEIRA;65;;CENTRO;63500-000;GASOLINA ADITIVADA;23/10/2023;6,34;;R$ / litro;BRANCA
NE;CE;IGUATU;A ALEXANDRE E COMPANHIA; 07.014.764/0004-28;RUA GUILHERME DE OLIVEIRA;65;;CENTRO;63500-000;DIESEL S10;23/10/2023;6,74;;R$ / litro;BRANCA
NE;CE;IGUATU;A ALEXANDRE E COMPANHIA; 07.014.764/0004-28;RUA GUILHERME DE OLIVEIRA;65;;CENTRO;63500-000;ETANOL;23/10/2023;4,99;;R$ / litro;BRANCA
NE;CE;IGUATU;JOAQUIM AILTON ALEXANDRE FILHO; 41.643.792/0001-08;RUA DO CRUZEIRO;3;;ALTO DO JUCA;63500-000;GASOLINA;23/10/2023;6,29;;R$ / litro;VIBRA
NE;CE;IGUATU;JOAQUIM AILTON ALEXANDRE FILHO; 41.643.792/0001-08;RUA DO CRUZEIRO;3;;ALTO DO JUCA;63500-000;GASOLINA ADITIVADA;23/10/2023;6,35;;R$ / litro;VIBRA
NE;CE;IGUATU;JOAQUIM AILTON ALEXANDRE FILHO; 41.643.792/0001-08;RUA DO CRUZEIRO;3;;ALTO DO JUCA;63500-000;DIESEL S10;23/10/2023;6,79;;R$ / litro;VIBRA
NE;CE;IGUATU;JOAQUIM AILTON ALEXANDRE FILHO; 41.643.792/0001-08;RUA DO CRUZEIRO;3;;ALTO DO JUCA;63500-000;ETANOL;23/10/2023;4,99;;R$ / litro;VIBRA
NE;CE;LIMOEIRO DO NORTE;COMERCIAL DE PETROLEO SAO MATHEUS LTDA.; 07.356.644/0001-66;AVENIDA DOM AURELIANO MATOS;1472;;CENTRO;62930-000;GASOLINA;24/10/2023;5,99;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;COMERCIAL DE PETROLEO SAO MATHEUS LTDA.; 07.356.644/0001-66;AVENIDA DOM AURELIANO MATOS;1472;;CENTRO;62930-000;GASOLINA ADITIVADA;24/10/2023;5,99;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;COMERCIAL DE PETROLEO SAO MATHEUS LTDA.; 07.356.644/0001-66;AVENIDA DOM AURELIANO MATOS;1472;;CENTRO;62930-000;DIESEL;24/10/2023;6,49;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;COMERCIAL DE PETROLEO SAO MATHEUS LTDA.; 07.356.644/0001-66;AVENIDA DOM AURELIANO MATOS;1472;;CENTRO;62930-000;DIESEL S10;24/10/2023;6,49;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;COMERCIAL DE PETROLEO SAO MATHEUS LTDA.; 07.356.644/0001-66;AVENIDA DOM AURELIANO MATOS;1472;;CENTRO;62930-000;ETANOL;24/10/2023;4,79;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CIGLA COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA - ME; 08.415.307/0001-65;AVENIDA DEDE BRASIL;1555;;PARANGABA;60740-000;GNV;25/10/2023;4,99;;R$ / m³;RAIZEN
NE;CE;FORTALEZA;CIGLA COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA - ME; 08.415.307/0001-65;AVENIDA DEDE BRASIL;1555;;PARANGABA;60740-000;GASOLINA;25/10/2023;5,39;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;CIGLA COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA - ME; 08.415.307/0001-65;AVENIDA DEDE BRASIL;1555;;PARANGABA;60740-000;GASOLINA ADITIVADA;25/10/2023;5,59;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;CIGLA COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA - ME; 08.415.307/0001-65;AVENIDA DEDE BRASIL;1555;;PARANGABA;60740-000;ETANOL;25/10/2023;4,69;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;J A COMERCIO COMBUSTIVEIS LTDA; 02.696.818/0009-73;AVENIDA   ALBERTO CRAVEIRO;3559;;PASSARE;60860-000;GASOLINA;25/10/2023;5,39;;R$ / litro;SP
NE;CE;FORTALEZA;J A COMERCIO COMBUSTIVEIS LTDA; 02.696.818/0009-73;AVENIDA   ALBERTO CRAVEIRO;3559;;PASSARE;60860-000;GASOLINA ADITIVADA;25/10/2023;5,45;;R$ / litro;SP
NE;CE;FORTALEZA;J A COMERCIO COMBUSTIVEIS LTDA; 02.696.818/0009-73;AVENIDA   ALBERTO CRAVEIRO;3559;;PASSARE;60860-000;DIESEL S10;25/10/2023;6,25;;R$ / litro;SP
NE;CE;FORTALEZA;J A COMERCIO COMBUSTIVEIS LTDA; 02.696.818/0009-73;AVENIDA   ALBERTO CRAVEIRO;3559;;PASSARE;60860-000;ETANOL;25/10/2023;4,49;;R$ / litro;SP
NE;CE;MARACANAU;LUIZ ANTONIO GOMES VIANA & CIA LTDA; 05.351.271/0002-96;AVENIDA CARLOS JEREISSATI;123;;CENTRO;61900-225;GASOLINA;27/10/2023;6,09;;R$ / litro;VIBRA
NE;CE;MARACANAU;LUIZ ANTONIO GOMES VIANA & CIA LTDA; 05.351.271/0002-96;AVENIDA CARLOS JEREISSATI;123;;CENTRO;61900-225;GASOLINA ADITIVADA;27/10/2023;6,19;;R$ / litro;VIBRA
NE;CE;MARACANAU;LUIZ ANTONIO GOMES VIANA & CIA LTDA; 05.351.271/0002-96;AVENIDA CARLOS JEREISSATI;123;;CENTRO;61900-225;DIESEL S10;27/10/2023;6,39;;R$ / litro;VIBRA
NE;CE;MARACANAU;LUIZ ANTONIO GOMES VIANA & CIA LTDA; 05.351.271/0002-96;AVENIDA CARLOS JEREISSATI;123;;CENTRO;61900-225;ETANOL;27/10/2023;4,69;;R$ / litro;VIBRA
NE;CE;ITAPIPOCA;SAO PEDRO COMERCIAL DE PETROLEO LTDA; 09.385.604/0001-78;MARGEM DIREITA DA CE085 A 15 KM DA ROTAT.: CE168/CE085;S/N;;CRUXATI;62525-000;DIESEL S10;26/10/2023;6,74;;R$ / litro;ALESAT
NE;CE;ITAPIPOCA;SAO PEDRO COMERCIAL DE PETROLEO LTDA; 09.385.604/0001-78;MARGEM DIREITA DA CE085 A 15 KM DA ROTAT.: CE168/CE085;S/N;;CRUXATI;62525-000;ETANOL;26/10/2023;4,94;;R$ / litro;ALESAT
NE;CE;ITAPIPOCA;SAO PEDRO COMERCIAL DE PETROLEO LTDA; 09.385.604/0001-78;MARGEM DIREITA DA CE085 A 15 KM DA ROTAT.: CE168/CE085;S/N;;CRUXATI;62525-000;GASOLINA;26/10/2023;6,37;;R$ / litro;ALESAT
NE;CE;ITAPIPOCA;SAO PEDRO COMERCIAL DE PETROLEO LTDA; 09.385.604/0001-78;MARGEM DIREITA DA CE085 A 15 KM DA ROTAT.: CE168/CE085;S/N;;CRUXATI;62525-000;GASOLINA ADITIVADA;26/10/2023;6,38;;R$ / litro;ALESAT
NE;CE;IGUATU;AUTO POSTO ICAVEL LTDA; 05.024.942/0002-04;RUA DEOCLECIO LIMA VERDE;37;;AREIAS;63500-005;GASOLINA;23/10/2023;6,27;;R$ / litro;BRANCA
NE;CE;IGUATU;AUTO POSTO ICAVEL LTDA; 05.024.942/0002-04;RUA DEOCLECIO LIMA VERDE;37;;AREIAS;63500-005;GASOLINA ADITIVADA;23/10/2023;6,29;;R$ / litro;BRANCA
NE;CE;IGUATU;AUTO POSTO ICAVEL LTDA; 05.024.942/0002-04;RUA DEOCLECIO LIMA VERDE;37;;AREIAS;63500-005;DIESEL S10;23/10/2023;5,99;;R$ / litro;BRANCA
NE;CE;FORTALEZA;MACK V COMERCIO DE DERIVADOS DE PETROLEO LTDA; 09.026.465/0001-96;AVENIDA HUMBERTO MONTE;560;;RODOLFO TEOFILO;60430-232;GASOLINA;24/10/2023;5,45;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;MACK V COMERCIO DE DERIVADOS DE PETROLEO LTDA; 09.026.465/0001-96;AVENIDA HUMBERTO MONTE;560;;RODOLFO TEOFILO;60430-232;GASOLINA ADITIVADA;24/10/2023;5,65;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;MACK V COMERCIO DE DERIVADOS DE PETROLEO LTDA; 09.026.465/0001-96;AVENIDA HUMBERTO MONTE;560;;RODOLFO TEOFILO;60430-232;DIESEL S10;24/10/2023;5,99;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;MACK V COMERCIO DE DERIVADOS DE PETROLEO LTDA; 09.026.465/0001-96;AVENIDA HUMBERTO MONTE;560;;RODOLFO TEOFILO;60430-232;ETANOL;24/10/2023;4,59;;R$ / litro;RAIZEN
NE;CE;MARACANAU;P MOREIRA ALBUQUERQUE COMERCO DE DERIVADOS DE PETROLEO LTDA; 10.587.191/0001-93;RUA MIGUEL ALVES;100;;CENTRO;61900-180;GASOLINA;27/10/2023;5,35;;R$ / litro;BRANCA
NE;CE;MARACANAU;P MOREIRA ALBUQUERQUE COMERCO DE DERIVADOS DE PETROLEO LTDA; 10.587.191/0001-93;RUA MIGUEL ALVES;100;;CENTRO;61900-180;DIESEL S10;27/10/2023;5,89;;R$ / litro;BRANCA
NE;CE;MARACANAU;P MOREIRA ALBUQUERQUE COMERCO DE DERIVADOS DE PETROLEO LTDA; 10.587.191/0001-93;RUA MIGUEL ALVES;100;;CENTRO;61900-180;ETANOL;27/10/2023;3,99;;R$ / litro;BRANCA
NE;CE;QUIXADA;JOAO PAULO DE MENEZES FURTADO; 07.148.072/0001-20;AVENIDA PRESIDENTE VARGAS;360;;PUTIU;63900-000;GASOLINA;24/10/2023;5,97;;R$ / litro;ALESAT
NE;CE;QUIXADA;JOAO PAULO DE MENEZES FURTADO; 07.148.072/0001-20;AVENIDA PRESIDENTE VARGAS;360;;PUTIU;63900-000;GASOLINA ADITIVADA;24/10/2023;6,07;;R$ / litro;ALESAT
NE;CE;QUIXADA;JOAO PAULO DE MENEZES FURTADO; 07.148.072/0001-20;AVENIDA PRESIDENTE VARGAS;360;;PUTIU;63900-000;DIESEL S10;24/10/2023;5,89;;R$ / litro;ALESAT
NE;CE;QUIXADA;JOAO PAULO DE MENEZES FURTADO; 07.148.072/0001-20;AVENIDA PRESIDENTE VARGAS;360;;PUTIU;63900-000;ETANOL;24/10/2023;4,79;;R$ / litro;ALESAT
NE;CE;FORTALEZA;CHAVES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 10.634.083/0001-24;AVENIDA RADIALISTA JOAO RAMOS;1700;;PLANALTO AYRTON SENNA;60766-710;GASOLINA;24/10/2023;5,35;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CHAVES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 10.634.083/0001-24;AVENIDA RADIALISTA JOAO RAMOS;1700;;PLANALTO AYRTON SENNA;60766-710;GASOLINA ADITIVADA;24/10/2023;5,35;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CHAVES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 10.634.083/0001-24;AVENIDA RADIALISTA JOAO RAMOS;1700;;PLANALTO AYRTON SENNA;60766-710;DIESEL S10;24/10/2023;5,89;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CHAVES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 10.634.083/0001-24;AVENIDA RADIALISTA JOAO RAMOS;1700;;PLANALTO AYRTON SENNA;60766-710;ETANOL;24/10/2023;3,99;;R$ / litro;BRANCA
NE;CE;FORTALEZA;MOURA REVENDEDORA DE PETROLEO LTDA.; 10.395.795/0001-38;AVENIDA JOVITA FEITOSA;464;;PARQUELANDIA;60450-672;GASOLINA;24/10/2023;5,87;;R$ / litro;VIBRA
NE;CE;FORTALEZA;MOURA REVENDEDORA DE PETROLEO LTDA.; 10.395.795/0001-38;AVENIDA JOVITA FEITOSA;464;;PARQUELANDIA;60450-672;DIESEL S10;24/10/2023;5,99;;R$ / litro;VIBRA
NE;CE;FORTALEZA;MOURA REVENDEDORA DE PETROLEO LTDA.; 10.395.795/0001-38;AVENIDA JOVITA FEITOSA;464;;PARQUELANDIA;60450-672;ETANOL;24/10/2023;4,79;;R$ / litro;VIBRA
NE;CE;FORTALEZA;DJ COMERCIO DE DERIVADOS DE PETROLEO LTDA; 10.432.497/0001-70;AVENIDA F;800;CONJ PREFEITO             JOSE WALTER;PREFEITO JOSE WALTER;60750-050;GASOLINA;24/10/2023;5,39;;R$ / litro;ALESAT
NE;CE;FORTALEZA;JM COMÉRCIO DE COMBUSTIVEIS LTDA; 11.518.822/0001-85;AVENIDA DOS EXPEDICIONARIOS;10775;;ITAPERI;60741-600;GASOLINA;25/10/2023;5,99;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;JM COMÉRCIO DE COMBUSTIVEIS LTDA; 11.518.822/0001-85;AVENIDA DOS EXPEDICIONARIOS;10775;;ITAPERI;60741-600;DIESEL S10;25/10/2023;6,19;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;JM COMÉRCIO DE COMBUSTIVEIS LTDA; 11.518.822/0001-85;AVENIDA DOS EXPEDICIONARIOS;10775;;ITAPERI;60741-600;ETANOL;25/10/2023;4,99;;R$ / litro;RAIZEN
NE;CE;IGUATU;COMERCIAL DE DERIVADOS DE PETROLEO ANTUNES ROLIM LTDA; 12.350.931/0001-07;AVENIDA JOAQUIM AILTON ALEXANDRE;605;;ALTO DO JUCA;63500-005;GASOLINA;23/10/2023;6,29;;R$ / litro;BRANCA
NE;CE;IGUATU;COMERCIAL DE DERIVADOS DE PETROLEO ANTUNES ROLIM LTDA; 12.350.931/0001-07;AVENIDA JOAQUIM AILTON ALEXANDRE;605;;ALTO DO JUCA;63500-005;DIESEL S10;23/10/2023;5,99;;R$ / litro;BRANCA
NE;CE;FORTALEZA;POSTO ABN LTDA; 04.797.612/0002-99;AVENIDA CARNEIRO DE MENDONÇA;1158;;DEMOCRITO ROCHA;60440-160;GASOLINA;24/10/2023;5,39;;R$ / litro;SP
NE;CE;FORTALEZA;POSTO ABN LTDA; 04.797.612/0002-99;AVENIDA CARNEIRO DE MENDONÇA;1158;;DEMOCRITO ROCHA;60440-160;GASOLINA ADITIVADA;24/10/2023;5,39;;R$ / litro;SP
NE;CE;FORTALEZA;POSTO ABN LTDA; 04.797.612/0002-99;AVENIDA CARNEIRO DE MENDONÇA;1158;;DEMOCRITO ROCHA;60440-160;DIESEL S10;24/10/2023;5,99;;R$ / litro;SP
NE;CE;FORTALEZA;POSTO ABN LTDA; 04.797.612/0002-99;AVENIDA CARNEIRO DE MENDONÇA;1158;;DEMOCRITO ROCHA;60440-160;ETANOL;24/10/2023;4,19;;R$ / litro;SP
NE;CE;CRATO;MSB COMERCIO DE COMBUSTIVEIS LTDA.; 13.173.181/0001-08;AVENIDA AVENIDA PERIMETRAL DOM FRANCISCO;719;;PINTO MADEIRA;63101-095;GASOLINA;25/10/2023;5,64;;R$ / litro;BRANCA
NE;CE;CRATO;MSB COMERCIO DE COMBUSTIVEIS LTDA.; 13.173.181/0001-08;AVENIDA AVENIDA PERIMETRAL DOM FRANCISCO;719;;PINTO MADEIRA;63101-095;GASOLINA ADITIVADA;25/10/2023;5,64;;R$ / litro;BRANCA
NE;CE;CRATO;MSB COMERCIO DE COMBUSTIVEIS LTDA.; 13.173.181/0001-08;AVENIDA AVENIDA PERIMETRAL DOM FRANCISCO;719;;PINTO MADEIRA;63101-095;DIESEL S10;25/10/2023;6,38;;R$ / litro;BRANCA
NE;CE;CRATO;MSB COMERCIO DE COMBUSTIVEIS LTDA.; 13.173.181/0001-08;AVENIDA AVENIDA PERIMETRAL DOM FRANCISCO;719;;PINTO MADEIRA;63101-095;ETANOL;25/10/2023;4,26;;R$ / litro;BRANCA
NE;CE;FORTALEZA;POSTO BOM JESUS COMERCIO SERVICOS E DERIVADOS DE PETROLEO LTDA; 11.294.662/0001-38;RUA OSCAR ARARIPE;3735;;GRANJA LISBOA;60540-442;GASOLINA;25/10/2023;5,49;;R$ / litro;SP
NE;CE;FORTALEZA;POSTO BOM JESUS COMERCIO SERVICOS E DERIVADOS DE PETROLEO LTDA; 11.294.662/0001-38;RUA OSCAR ARARIPE;3735;;GRANJA LISBOA;60540-442;GASOLINA ADITIVADA;25/10/2023;5,49;;R$ / litro;SP
NE;CE;FORTALEZA;POSTO BOM JESUS COMERCIO SERVICOS E DERIVADOS DE PETROLEO LTDA; 11.294.662/0001-38;RUA OSCAR ARARIPE;3735;;GRANJA LISBOA;60540-442;DIESEL S10;25/10/2023;6,25;;R$ / litro;SP
NE;CE;FORTALEZA;POSTO BOM JESUS COMERCIO SERVICOS E DERIVADOS DE PETROLEO LTDA; 11.294.662/0001-38;RUA OSCAR ARARIPE;3735;;GRANJA LISBOA;60540-442;ETANOL;25/10/2023;4,58;;R$ / litro;SP
NE;CE;MARACANAU;LV COMERCIO DE PETROLEO LTDA; 12.261.249/0001-30;AVENIDA PE JOSE HOLANDA DO VALE;1300;;CAGADO;61912-000;GASOLINA;26/10/2023;5,39;;R$ / litro;IPIRANGA
NE;CE;MARACANAU;LV COMERCIO DE PETROLEO LTDA; 12.261.249/0001-30;AVENIDA PE JOSE HOLANDA DO VALE;1300;;CAGADO;61912-000;GASOLINA ADITIVADA;26/10/2023;5,39;;R$ / litro;IPIRANGA
NE;CE;MARACANAU;LV COMERCIO DE PETROLEO LTDA; 12.261.249/0001-30;AVENIDA PE JOSE HOLANDA DO VALE;1300;;CAGADO;61912-000;DIESEL S10;26/10/2023;5,99;;R$ / litro;IPIRANGA
NE;CE;MARACANAU;LV COMERCIO DE PETROLEO LTDA; 12.261.249/0001-30;AVENIDA PE JOSE HOLANDA DO VALE;1300;;CAGADO;61912-000;ETANOL;26/10/2023;4,19;;R$ / litro;IPIRANGA
NE;CE;FORTALEZA;CHAVES E NUNES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 12.088.106/0001-78;RODOVIA DOUTOR MENDEL STEINBRUCH;6615;;PLANALTO AYRTON SENNA;60766-283;GASOLINA;24/10/2023;5,49;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CHAVES E NUNES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 12.088.106/0001-78;RODOVIA DOUTOR MENDEL STEINBRUCH;6615;;PLANALTO AYRTON SENNA;60766-283;GASOLINA ADITIVADA;24/10/2023;5,49;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CHAVES E NUNES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 12.088.106/0001-78;RODOVIA DOUTOR MENDEL STEINBRUCH;6615;;PLANALTO AYRTON SENNA;60766-283;DIESEL S10;24/10/2023;5,99;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CHAVES E NUNES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 12.088.106/0001-78;RODOVIA DOUTOR MENDEL STEINBRUCH;6615;;PLANALTO AYRTON SENNA;60766-283;ETANOL;24/10/2023;3,98;;R$ / litro;BRANCA
NE;CE;FORTALEZA;B & P COMERCIO E SERVICOS DE DERIVADOS DE PETROLEO LTDA; 11.520.066/0001-29;RUA PADRE PERDIGAO SAMPAIO;473;;QUINTINO CUNHA;60351-695;GASOLINA;25/10/2023;5,45;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;B & P COMERCIO E SERVICOS DE DERIVADOS DE PETROLEO LTDA; 11.520.066/0001-29;RUA PADRE PERDIGAO SAMPAIO;473;;QUINTINO CUNHA;60351-695;DIESEL S10;25/10/2023;5,99;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;B & P COMERCIO E SERVICOS DE DERIVADOS DE PETROLEO LTDA; 11.520.066/0001-29;RUA PADRE PERDIGAO SAMPAIO;473;;QUINTINO CUNHA;60351-695;ETANOL;25/10/2023;4,47;;R$ / litro;RAIZEN
